最近のグッバイ宣言とかが曲で使えるようにして欲しい,52
編集しようとしたらほんの数秒単位でも重くなる,53
もう少しバグを改善して欲しい,144
動画をダウンロードして音声を抽出しないと音楽が挿入できなくて,93
ちゃんと修正してください,60
とかつけて欲しい,57
使いずらい症状が起こる可能性がある,58
バグか何かではめ込み合成で画像を沢山入れるとバグって画面が真っ暗になったりします,59
修正お願いします,60
変なとこから音源がながれたり、最後らへん音がなくなったりします,61
テキスト入れたのに入らない,62
重くて音ハメできません,63
余計な機能を付けないで欲しい,64
編集して保存して友達に送信したらモザイクかけてる,65
音ズレとサムネイルの反映、テキストの角度が調節しにくい,6
バグがあってまったく使えない,83
画像の位置が勝手に変わったり動かなくなったりします,68
動画のテスト再生をすると変なところで始まったりする,69
バグ,83
動画が進んで31分とかになる,71
削除したはずの音声が流れてきて,72
編集中にフリーズしたり、撮った動画を追加したり出来なくて,73
もっとエフェクト入れてほしい,74
10秒程度の新しいプロジェクトは新規作成できるのに、その一本だけ開くと処理落ちします,75
圧縮時間が長すぎる,76
一時停止ボタンが聞かなかったり、音ズレ,6
フォトに入っているはずの写真が消えて編集できなくなったりしている,10
画面がクラッシュするのと、音が0,79
動画が入れれなくなりました,80
画像を入れてそれにアニメーションを加えても加わらない,81
再生ボタンを押しても再生されません,4
バグる,83
アップデートの度にそれまで使えてた機能やエフェクトがいきなり使えなくなる,84
バグ,83
固まったまま流れることがあるのでそこも直して欲しい,86
写真が出てこない,87
速くバグ治してよ,88
ぐちゃぐちゃになる運営ふざんけんな分からなくなる,89
そこをもう少し良くして欲しい,90
字幕を打とうとしたら文字を打っても出てこなくなります,91
最後に出るエンディングを消し忘れる事があるので、勝手に消えるようにして欲しい,92
音声効果で声を変えたら動画が再生出来なくなります,93
最近バグが多くて今は何しても動かない曲に合わせてやってるのに合わないし、止まる,94
文字を移動しようとしても動かなく強く押し込めば動く,95
太字にはならない,96
動画すら作れない,97
細かい作業だとそうゆうの固定いらない,98
改善,144
動きません,87
再生すると映像と音声がずれてしまいます,154
新しいプロジェクトでアルバムから動画を選択すると、画面が固まるというバグ,102
バイブレーションは別にいらない,103
立体感のある編集がキーフレームでは出来ない,104
3秒くらいずれる,105
タップしても全然反応しない,106
文字を入れるとあとから重くなってきます,107
音源保存の仕方とかのせてくれよ,108
これは何とかしてほしい,109
エフェクトはいっぱいあっていいですけどなんかやりにくいです,110
capcutで使用しようとすると表示されません,111
スムーズに流れなくてガタガタになって何度音合わせしてもズレたりして,112
ファイルは条件を満たしていませんって出てくる,113
何も削除していないのに勝手になくなります,114
編集中に残っていたプロジェクトが音楽など残したまま、画像だけ削除されました動画、削除した覚えもないのに勝手に,41
バグが多い,83
画質がわるすぎる,117
お気に入り登録してたエフェクトサウンドが使えなくなってしまった,84
曲とかもっと分かりやすくして欲しい,119
早期対応を期待します,120
端末の曲がいきなり表示されなくなって,121
動画自体も重いものではない,122
確認したいのに固まったり急に早くなったりなど調節が出来ない,123
一つだけお願いがあります,124
動画をエクスポートしても所々フリーズする,15
真っ白で打てません,126
自分が入れている音楽を使用することが出来ない,127
写真の表示秒数を調整する時に短くしたいのに急に60分やら90分になってしまう,128
gifが作れたら良いと思います,129
後音源とかも保存したい音源無しじゃ作れねぇ,130
アプリを起動して操作し始めた途端強制停止させられます,131
レイヤーを増やすとスムーズに動画が流れない,132
音ズレが目立つ,6
頻繁に使う記号なので不便しています,134
ちんちんですか可する前にポテチサラダする前にポテチサラダする前にしたている,135
編集したい動画が編集できない,10
編集中に途中で止まって,137
がくがくして編集が出来ない,138
capcutの悪いところバグる,83
そこを改善してくれれば,144
ちゃんとエスクポートしたのに保存されません,141
解消お願い致します,142
最後に必ず、capcutと出てきてしまう,143
改善,144
スタンプなどにお気に入り機能をつけて欲しい,145
重くて入れられない,146
バグった,83
劣化がない,148
アプリを開くと急に固まり対応しないとでます,149
音ズレを改善してください,6
早急に対応もしくは対処法がありましたら教えて下さい,151
改善しません,152
修正していただけると助かります,60
エクスポートしたものを再生すると動画と音がズレる,154
音源の長さと動画全体の長さが一致しない例えば音源が20秒なのに対して動画全体の長さが28秒になっている,155
[UNK]の記号だけ色等が変わらない,156
重たくなり作ってる最中に試しに再生しても確認できません,157
バグを修正して欲しい,60
バグが起こってリセットされたり、消えてしまったり、固まったりして使いにくい,159
デバイスの音楽が使えない,127
修正をお願いいたします,60
大きさが出ない,162
早く改善して下さい,144
編集したはずの動画が、編集する前のものに戻っていたり,164
重たくて音にしっかりあっているのか分からなくなる,165
重くなる,166
