id,app_name,datatime,context,answer
g_9072,simeji,2021-11-09 18:23:39,使いたくなくなった,
g_12610,にゃんトーク,2021-12-13 14:45:06,大事な時に聞き取らない、居ないはずの時に何故か聞き取っている恐ろしいハッキリ言って使えない,大事な時に聞き取らない、居ないはずの時に何故か聞き取っている
g_109,BuzzVideo,2021-11-20 06:57:54,有料が気に入らない,有料が気に入らない
g_2548,CokeON,2021-11-09 20:39:20,アプリ対応の自販機でスマートフォンから操作して購入できるのは、コロナ禍の時期には助かりました,
g_1799,CokeON,2021-11-24 17:24:06,接続はされてますが、それから先の画面にいかない,先の画面にいかない
g_643,capcut,2021-11-20 13:23:15,使いやすいです,
g_13955,楽天ペイ,2021-12-04 07:20:48,長い間利用してきましたが、もう少し待ってみてエラーだったらアンインストールするしかないですね,エラー
g_4276,google_fit,2021-11-16 16:20:32,わり,
g_8230,Paypay,2021-12-14 17:23:02,最高です❢,
g_12331,にゃんトーク,2021-12-01 12:23:25,docomoandroidgalaxynote9wifi接続でもだめ、データ通信でもだめです,docomoandroidgalaxynote9wifi接続でもだめ、データ通信でもだめ
g_6544,majica,2021-11-28 08:10:55,アプリ戻るまでドンキだは買い物しません,
g_11806,スマートニュース,2021-11-07 19:06:46,最終タブまで遠いので以前のようなスクロールバーが欲しい,スクロールバーが欲しい
g_4273,google_fit,2021-11-01 19:25:54,笑,
g_2597,CokeON,2021-12-15 13:51:43,毎日飲んでるのでスタンプが良く貯まるvóз`o♪,
g_2407,CokeON,2021-12-02 09:06:58,結局損してます,
g_13071,ファミマのアプリ,2021-12-11 03:10:37,ポイントが地味に貯まる,
g_4151,google_fit,2021-11-07 16:57:40,とにかくピクミンが動けばよいのです,
g_4786,google_fit,2021-11-07 21:45:58,すごく困る,
g_12492,にゃんトーク,2021-10-21 20:48:49,改善策はあるのでしょうか,
g_8387,Paypay,2021-11-01 20:54:06,チャージも楽,
g_2054,CokeON,2021-11-17 23:26:49,やらない方がいいです,
g_7622,Paypay,2021-11-13 00:24:52,今まではtカード表示がトップページからできたのに、お気に入りをタップして別ページを開かないといけなくなった,お気に入りをタップして別ページを開かないといけなくなった
g_7358,majica,2021-11-12 07:15:39,再起動してください,
g_6671,majica,2021-11-26 00:54:32,25日からアプリが開けなくて困ってます,アプリが開けなくて
g_10747,スマートニュース,2021-12-07 18:43:47,よくわかりませんが、教えて下されば嬉しいです,
g_1543,CokeON,2021-11-12 15:49:45,障害がありアパートの前にある自販機がアプリが使えたならもう少し色々と挑戦できるのに残念ですもっとアプリの使える自販機が増えると嬉しいです❢,アプリの使える自販機が増えると嬉しい
g_5887,majica,2021-11-28 21:49:02,最低でも、店頭の機械でクーポンが出せるqrも表示させるべき,店頭の機械でクーポンが出せるqrも表示させるべき
g_12204,スマートニュース,2021-11-25 19:31:57,毎日チェック,
g_10545,スマートニュース,2021-11-06 14:58:16,面白い、楽しく見ています,
g_4597,google_fit,2021-12-12 19:42:21,毎日往復を同じ道のりを歩いているが、往復でまったく違う歩数の時が多々ある,往復でまったく違う歩数の時が多々ある
g_9350,simeji,2021-12-01 21:57:26,安定的な管理を期待しています,
g_13096,ファミマのアプリ,2021-11-17 08:52:18,またやりたいです,
g_696,capcut,2021-11-04 13:18:16,前はこんな事なかったのに、過去のプロジェクトも残っているものと、音楽のみ残って動画だけ消えているのがいくつかありましたこれらは既に保存済なので良かったですが,過去のプロジェクトも残っているものと、音楽のみ残って動画だけ消えている
g_12886,ファミマのアプリ,2021-12-05 02:37:52,電話番号がアカウントになっているため複数のスマホを所持しているとめちゃくちゃ大変です別のスマホでログインすると毎回sms認証が必要になりしかも先にログインしていたスマホは強制ログアウト新たにログインしたスマホのポイントカード連携はエラーになり再度設定が必要になりますスマホ電話番号毎のアカウントとか面倒でしかないです,別のスマホでログインすると毎回sms認証が必要になりしかも先にログインしていたスマホは強制ログアウト新たにログインしたスマホのポイントカード連携はエラーになり再度設定が必要
g_9096,simeji,2021-10-27 12:54:29,galaxyfold3にしたらキーボードまで巨大になっちゃいました,galaxyfold3にしたらキーボードまで巨大になっちゃいました
g_4000,google_fit,2021-10-31 18:07:11,本当イライラします,
g_8913,Paypay,2021-11-27 11:45:58,財布にたまたま予備がなかったのですが、速攻チャージできたので、ありがたいです,
g_9400,simeji,2021-11-29 19:24:43,キーボードにきせかえを設定した状態で予測変換の一覧や記号一覧を開くと、きせかえがぼやけた状態で表示されてとても見にくいです,きせかえがぼやけた状態で表示されて
g_8791,Paypay,2021-10-27 13:05:06,大変便利でした,
g_3173,CokeON,2021-11-07 21:00:37,接続が遅い上に頻繁に接続が切れたと表示されて、使い物にならない,接続が遅い上に頻繁に接続が切れたと表示
g_3030,CokeON,2021-11-26 16:04:52,入れないともったいない,
g_7063,majica,2021-11-28 13:56:06,使えないじゃん,使えない
g_12477,にゃんトーク,2021-11-03 23:30:13,最初は認識してましたがある時から猫の声を全く認識しません,猫の声を全く認識しません
g_1295,CokeON,2021-10-23 11:59:13,エラーになる,エラー
g_3391,CokeON,2021-11-26 00:54:59,笑,
g_5696,LINE_MUSIC,2021-12-11 12:57:36,有料会員なのですが、コインの販売が終了しているにも関わらず、コインでしか買えない曲が新規追加されています,コインの販売が終了しているにも関わらず、コインでしか買えない曲が新規追加されています
g_3116,CokeON,2021-11-18 11:35:16,コークオンいつもつかわせていただいてますスタンプたまれば1本無料で交換出来て憂いです,
g_5396,LINE_MUSIC,2021-11-04 16:16:46,曲数1000曲まではあまりにも少ない,曲数1000曲まではあまりにも少ない
g_4172,google_fit,2021-11-07 14:47:16,このアプリさえあればいつまでも歩けます,
g_13179,楽天ペイ,2021-10-27 18:42:44,多くの方同様に唐突に使えなくなり、解消するための方法を調べて実際に使えるようになるまでに掛かる時間やら手間を考えると面倒なので放置,使えなくなり
g_12232,スマートニュース,2021-12-06 11:55:05,画像解像度を選べる機能が欲しい,画像解像度を選べる機能が欲しい
g_3718,CokeON,2021-12-10 19:15:23,キャンペーンも多く、毎日利用しています,
g_7501,Paypay,2021-12-12 15:13:52,いいよ,
g_12151,スマートニュース,2021-11-07 06:37:44,のメチャ助かってます️,
g_1112,CokeON,2021-11-17 11:56:56,cmは詐欺,
g_13257,楽天ペイ,2021-12-06 19:07:10,他者のキャンペーンが終わったら、メインとして使いたい,
g_2551,CokeON,2021-10-28 17:56:12,取組む方針はいいと思うのですが、アイデアがバラバラすぎてユーザーも困っているんじゃないかなぁと思います,アイデアがバラバラ
g_13909,楽天ペイ,2021-12-15 12:37:06,企業関係企業同士の情報共有化と早期改善希望する,企業関係企業同士の情報共有化と早期改善希望
g_10329,スマートニュース,2021-11-28 13:39:23,改良求むなるべく早く,改良求む
g_11074,スマートニュース,2021-10-29 16:25:07,いつも楽しみにしてますスポーツ好きな自分には最高です,
g_13347,楽天ペイ,2021-10-23 00:50:59,使いやすい,
g_12636,にゃんトーク,2021-12-11 16:21:06,意外と当たっているので、愛猫の言葉に、より愛おしさを感じます,
g_7354,majica,2021-12-15 07:41:47,決済履歴の確認時に表示されない履歴があるのはお金を管理するのに致命的,決済履歴の確認時に表示されない履歴がある
g_9879,simeji,2021-11-17 18:37:38,キーボードが勝手に変わったまじで使いにくい戻して,キーボードが勝手に変わった
g_3401,CokeON,2021-12-08 19:28:38,何歩歩いたか見るのが楽しいです,
g_991,CokeON,2021-10-23 19:50:04,対応自動販売機を見かけたら良く使います,
g_10268,スマートニュース,2021-11-13 16:04:19,広告であちこち飛ばされる事もなく使いやすいです,
g_10904,スマートニュース,2021-10-21 13:06:45,ニュースが遅い,ニュースが遅い
g_10218,スマートニュース,2021-11-19 15:23:38,飽き無いニュースが多くて読み易い,
g_9569,simeji,2021-10-27 10:31:06,sns的機能は、10〜20代のユーザーがメインかとも思うので、日本語入力keyboardだけを切り離した簡易シンプル版がリリースされたら、最高なんですケドね^3^♪ぁと、多くの機能は無料で利用出来る訳ですが、“コンパネのカスタマイズ”が有料vipのみなのが納得いかんのですಠಠ特に過剰に贅沢な機能でも無いですし,日本語入力keyboardだけを切り離した簡易シンプル版がリリースされたら/“コンパネのカスタマイズ”が有料vipのみ
g_8152,Paypay,2021-11-01 21:11:40,いつも使ってます*^ω^*,
g_4446,google_fit,2021-11-01 19:05:36,スパムアプリだと思う,
g_6082,majica,2021-10-26 17:06:08,新規登録時エラーが出て登録できませんでしたがサポート問い合わせし30分後に回答頂き解決したので再レビュー,新規登録時エラーが出て登録できません
g_11207,スマートニュース,2021-11-10 10:12:30,こういうのって違法にならないの,
g_12723,ファミマのアプリ,2021-11-28 08:20:15,ファミペイの使える所をもう少し増やして欲しい,ファミペイの使える所をもう少し増やして欲しい
g_8116,Paypay,2021-11-28 09:12:32,欲しい物がまだまだありそうなので楽しみにしています,
g_7369,Paypay,2021-11-19 18:30:20,便利です,
g_12623,にゃんトーク,2021-11-06 08:30:29,ネットワーク接続エラーのメッセージが出て、使えなくなりました,ネットワーク接続エラー
g_8538,Paypay,2021-10-25 20:25:42,使いづらい上に改悪でポイントがたまらなくなってきました,改悪でポイントがたまらなくなってきました
g_2221,CokeON,2021-12-01 09:35:06,bluetoothが上手くつながらなくていらっとする事がある,bluetoothが上手くつながらなくて
g_12924,ファミマのアプリ,2021-10-24 20:02:32,何時もあり画とうーファミマ,
g_10619,スマートニュース,2021-10-26 20:59:26,ニュースが分かりやすい,
g_11846,スマートニュース,2021-11-08 23:06:00,オリジナルサイトでもちゃんと表示されますので、スマートニュースに転載する際の不具合だと思います,スマートニュースに転載する際の不具合
g_7131,majica,2021-11-29 23:27:52,でも帰ってきて見たら不具合が起きてるって・・・他の人のレビュー見て安心したけど、ポイントとチャージと両方が使えない状態やとちょっと損するから星を減らした,ポイントとチャージと両方が使えない
g_2565,CokeON,2021-11-14 09:32:52,歩くだけでタダでもらえるのは嬉しい,
g_1165,CokeON,2021-10-29 14:51:56,ic対応で登録した交通系icで購入したけど1回もスタンプが着いたことがない,交通系icで購入したけど1回もスタンプが着いたことがない
g_3322,CokeON,2021-11-26 14:28:44,僕は仕事でよく歩くので、毎週1個必ずスタンプが貰えます,
g_12449,にゃんトーク,2021-11-01 02:41:17,楽しいアプリです,
g_84,BuzzVideo,2021-10-30 21:59:12,日本にきょーみねーだろ,
g_1173,CokeON,2021-12-14 21:09:21,自販機に向かうのが楽しみです,
g_1194,CokeON,2021-11-13 09:37:08,めちゃいいよ,
g_4348,google_fit,2021-10-31 13:47:26,どんなに改善お願いしても届かず、毎日歩数カウント減らされる日々,歩数カウント減らされる
g_2823,CokeON,2021-12-02 21:56:14,このアプリは、色んなキャンペーンがあり簡単に参加でき、とても楽しいです,
g_8899,Paypay,2021-12-04 14:53:47,再アップリダウンロード保留中,
g_10414,スマートニュース,2021-12-08 02:13:28,良い,
g_249,BuzzVideo,2021-10-29 12:44:17,つまらない,
g_11104,スマートニュース,2021-12-03 07:04:10,良い,
g_8091,Paypay,2021-11-14 02:27:13,明るいところで撮影してますし、カメラの角度も色々試しましたが、全く認識されません,全く認識されません
g_1361,CokeON,2021-11-15 22:31:36,自動販売機との通信が遅くてイライラする,自動販売機との通信が遅くて
g_12630,にゃんトーク,2021-12-07 19:07:20,音声サンプルを録音してください,音声サンプルを録音してください
g_9222,simeji,2021-11-05 20:04:14,あとキーボードsimejiにしてると文字打ちにくくてミスるしもう使わないわ,文字打ちにくくてミスる
g_7479,Paypay,2021-10-23 14:45:38,使い勝手もキャンペーンも店舗開拓もがんばってると思う,
g_758,capcut,2021-11-27 21:57:59,もっとエフェクト入れてほしい,もっとエフェクト入れてほしい
g_2757,CokeON,2021-12-10 16:32:05,累計の歩数が出てこれもスタンプの対象,
g_11475,スマートニュース,2021-11-14 17:53:53,"頼りになります,確率が高いです",
g_4304,google_fit,2021-11-02 21:32:14,10mすすんでも変化なし,10mすすんでも変化なし
g_1913,CokeON,2021-10-23 03:54:10,対応自販機の飲料もお得に買えて良いアプリです,
g_3254,CokeON,2021-10-30 15:12:20,おおむね良好ですが、自販機前での反応が悪いことがあります,自販機前での反応が悪い
g_6660,majica,2021-11-28 09:03:33,お金返して,お金返して
g_11700,スマートニュース,2021-12-11 07:04:46,普通,
g_13375,楽天ペイ,2021-12-09 08:37:51,エラー表示ではなく、タップしてここを表示が出ていてタップすると、一瞬だけコードが出てくるさすがに読み取ってもらえず、泣く泣くポイントを使用,一瞬だけコードが出てくる
g_1573,CokeON,2021-12-04 21:27:00,それか、こうやって毎日バーコードスキャんしてる→これが企画側の策略,
g_7283,majica,2021-11-27 14:57:24,突然、立ち上げてもすぐに落ちてしまい使えなくなった,すぐに落ちてしまい
g_3140,CokeON,2021-11-08 07:22:10,自販機データ読み取るのがもう少しスムーズだと完璧,自販機データ読み取るのがもう少しスムーズだと
g_918,capcut,2021-11-05 16:49:47,音楽や効果音も豊富で良いですね,
g_11713,スマートニュース,2021-11-27 12:25:33,この味は私の心を掴んではなさない,
g_5423,LINE_MUSIC,2021-12-02 17:40:50,曲をダウンロードできない,曲をダウンロードできない
g_5291,LINE_MUSIC,2021-11-01 19:38:29,そこが直れば星5です,
g_10986,スマートニュース,2021-11-29 11:36:32,特に最近はひろ○き氏の記事が無限に出てくる,
g_10800,スマートニュース,2021-11-11 17:10:27,老人でも分かるように説明して下さい,老人でも分かるように説明して下さい
g_5268,LINE_MUSIC,2021-10-27 21:16:02,他にもみなさん同じこと起こってる感じですが,
g_3876,CokeON,2021-11-05 15:55:10,bluetoothも位置情報もonになってるのに,
g_4193,google_fit,2021-11-20 19:48:25,ゲームの為にインストールしたけど、なぜか歩数が減る,歩数が減る
g_767,capcut,2021-11-26 20:25:05,急に動画が入れれなくなりました,動画が入れれなくなりました
g_9814,simeji,2021-11-03 15:27:10,あんまオススメしない,
g_2912,CokeON,2021-11-24 13:01:50,1本買うのに軽く2分はかかる,1本買うのに軽く2分はかかる
g_10334,スマートニュース,2021-11-29 12:58:33,とてもよい,
g_8660,Paypay,2021-10-27 18:22:18,支払いを1つにまとめられる,
g_1840,CokeON,2021-10-23 13:07:58,使えねー直近で商品が出てこないの2度目,商品が出てこない
g_5048,LINE_MUSIC,2021-10-28 02:09:46,どうしたらログイン可能になりますか,
g_2173,CokeON,2021-12-11 20:49:16,応援致します,
g_13871,楽天ペイ,2021-11-20 02:27:48,再インスコするも設定できずに使用できない,設定できずに使用できない
g_13766,楽天ペイ,2021-11-21 12:46:29,お金を使ってるアプリなのにありえない,
g_12863,ファミマのアプリ,2021-11-17 08:52:18,使い始めてまだ1年足らず、時折ファミマに行った際にファミペイを使っています,
g_104,BuzzVideo,2021-12-13 09:37:05,感動を,
g_11243,スマートニュース,2021-10-25 22:29:28,ニュース最悪,
g_2038,CokeON,2021-10-21 16:58:21,自販機検索がまともに使えない,自販機検索がまともに使えない
g_13391,楽天ペイ,2021-11-27 06:13:33,11/27まだバグってるのか,バグってる
g_12002,スマートニュース,2021-11-22 05:26:23,いろんなニュース見れるけど、朝日とか毎日とか共同とかが多い気がするね,
g_6024,majica,2021-11-28 22:18:29,店内と同じでサーバーも立体陳列炎上ですか,
g_11988,スマートニュース,2021-11-25 05:01:17,簡単で使いやすい,
g_12227,スマートニュース,2021-11-05 21:28:11,使いやすい,
g_1127,CokeON,2021-11-15 19:09:39,ゴミアプリスタンプが足されない,スタンプが足されない
g_2882,CokeON,2021-11-21 08:40:07,自動販売機によって、繋がりの差があり過ぎ,自動販売機によって、繋がりの差があり過ぎ
g_13575,楽天ペイ,2021-11-14 21:04:38,期間限定ポイントもスーパーやドラッグストア、コンビニなどで普段の買い物で使えて便利ですよ,
g_4426,google_fit,2021-10-24 07:35:32,便利だけど、面倒,面倒
g_13501,楽天ペイ,2021-11-02 16:39:43,それでもだめだから問い合わせしてるのに、無意味な回答しかよこさない,問い合わせしてるのに、無意味な回答しかよこさない
g_9227,simeji,2021-11-04 07:44:10,プライバシー保護にもつながるしね,
g_3973,google_fit,2021-11-10 06:15:18,歩いても歩数がカウントされない事が多い,歩数がカウントされない
g_1302,CokeON,2021-10-25 03:05:23,元々コカ・コーラ商品は選んで買うことも無かったが飲料メーカーでこういったアプリあるのが現状コカ・コーラだけなので試しに入れて使ってみたがもう出先でコカ・コーラの自販機探すくらい便利,
g_10989,スマートニュース,2021-10-30 21:02:23,毎日チェックしてます,
g_4652,google_fit,2021-12-03 19:22:52,当然ですね,
g_10714,スマートニュース,2021-11-06 11:18:50,千鳥さんお笑いコンビとフワちゃんが広告に出ていて使いやすいとの情報があったのでダウンロードしてみました,
g_9502,simeji,2021-12-08 22:23:26,現在代替キーボードアプリを探し中です,
g_8740,Paypay,2021-10-25 21:22:22,linepointでも貯めれるから最高,
g_4332,google_fit,2021-11-05 21:10:44,wifi繋ぎ直しても、切ってもダメだった,wifi繋ぎ直しても、切ってもダメだった
g_12823,ファミマのアプリ,2021-10-21 03:05:20,・機能満載過ぎて使いにくいです,機能満載過ぎて使いにくい
g_459,BuzzVideo,2021-11-05 23:30:05,楽しく見てます,
g_7114,majica,2021-11-27 13:05:29,クーポン使いにくいし何よりアプリが起動しない,アプリが起動しない
g_1521,CokeON,2021-11-14 12:50:53,素晴らしく直ぐに繋がった,
g_8039,Paypay,2021-11-17 12:53:59,簡単便利で使い易くお得がいっぱい,
g_10947,スマートニュース,2021-10-24 14:30:59,まずは、ワクチンの予防接種会場が確認出来るのでインストール,
g_936,capcut,2021-11-28 11:26:34,にするまでだよなぃる,
g_9356,simeji,2021-10-26 17:24:49,結構不満が多いのでアンインストールしました,
g_3738,CokeON,2021-10-23 09:15:54,スタンプ貯め、頑張ってマス,
g_10754,スマートニュース,2021-11-01 09:43:40,災害などは公益性があると思いますが、野球やサッカーや芸能人の結婚や訃報など興味ないし公益性ない速報は配信できないように設定できるようにしてほしい,公益性ない速報は配信できないように設定できるようにしてほしい
g_11579,スマートニュース,2021-10-28 22:42:08,情報が早いのがとても良い,
g_10307,スマートニュース,2021-12-09 17:05:44,高くて買えない物ばかりだけどね笑,
g_4734,google_fit,2021-12-10 05:16:22,ヒットビットとグーグルヒットと両方使っています,
g_8719,Paypay,2021-12-13 23:28:40,これからずっとつかいたい,
g_8300,Paypay,2021-11-14 13:24:39,どうやって受けるの,
g_1893,CokeON,2021-11-27 08:37:40,lineと同期したら今まで貯めたスタンプが消えた,lineと同期したら今まで貯めたスタンプが消えた
g_8821,Paypay,2021-12-07 11:57:47,2回に1回は当たるキャンペーンをやっているが5回に1回しか当たらない詐欺キャンペーンか,
g_8252,Paypay,2021-11-03 19:36:40,一覧画面上ですぐクーポンを取得できるよう改善して下さい,一覧画面上ですぐクーポンを取得できるよう改善して下さい
g_6306,majica,2021-12-01 07:02:09,店舗でアプリを開いたら開かず更新しても開けず,アプリを開いたら開かず更新しても開けず
g_7191,majica,2021-12-15 12:12:18,バリスタを安く購入とても使いやすく満足満味も好みで美味しい,
g_632,capcut,2021-12-05 19:46:38,それ以外は使いこなしてて楽しんでいます,
g_177,BuzzVideo,2021-11-13 17:57:17,こんな人がいるなんて世の中に,
g_9904,simeji,2021-11-13 19:30:06,peを仮名で書けない,peを仮名で書けない
g_8236,Paypay,2021-10-27 10:57:32,年寄りには難しいかなと思ったけど、簡単に使えました,
g_335,BuzzVideo,2021-11-07 10:58:30,広告の音量が喧しい,広告の音量が喧しい
g_12605,にゃんトーク,2021-11-01 03:35:19,高い声に反応するようなのでダミ声気味の場合は拾いにくく翻訳しにくいのかもしれません,ダミ声気味の場合は拾いにくく
g_11574,スマートニュース,2021-10-25 22:29:28,チャンネルもイノベーションに朝鮮芸人がどうこうという関係の無い物をねじ込まれ、当てにならない,関係の無い物をねじ込まれ
g_5393,LINE_MUSIC,2021-11-06 22:57:11,しかし、解約手続きが更新されるのが24時間後というのはありえない,解約手続きが更新されるのが24時間後
g_7574,Paypay,2021-11-03 01:15:30,使える場所が多いので重宝しています,
