id,app_name,datetime,context,prediction
g_72,buzzvideo,2021-11-20 10:27:00,面白い動画が多いので、つい、次々見てしまうしかし、タイトル詐欺や、たまに動物虐待の動画が出てくることがあるので、是非通報ボタンを設置してほしい,通報ボタンを設置してほしい
g_75,buzzvideo,2021-12-04 22:27:22,広告や宣伝が異様に多すぎ3ページ連続広告とか数ページごと広告しかも同じモノ動画と同じような頻度での広告止めてください,広告や宣伝が異様に多すぎ
g_78,buzzvideo,2021-10-27 15:39:44,興味を引くタイトルでも中身は薄いのが多いかな,興味を引くタイトルでも中身は薄い
g_79,buzzvideo,2021-12-05 08:14:35,ライヴ配信ウザい興味がない指定してもおすすめしてくる本当にウザい,興味がない指定してもおすすめしてくる
g_82,buzzvideo,2021-11-04 07:42:10,凄く面白いチャンネルをチョイスしてるけど本人のチャンネルじゃないからチャンネル登録出来ないですね,本人のチャンネルじゃないからチャンネル登録出来ない
g_87,buzzvideo,2021-10-31 02:40:41,報告当初は確認し早急に対応しますと返信に書かれていたが、2週間経っても何も変更なし,早急に対応しますと返信に書かれていたが、2週間経っても何も変更なし
g_88,buzzvideo,2021-11-13 09:03:33,何してぇんだ,何してぇ
g_91,buzzvideo,2021-11-25 17:02:22,結果が無い投稿は止めて下さい,結果が無い投稿は止めて下さい
g_95,buzzvideo,2021-12-12 20:15:32,タイトルで釣るのやめて欲しい,タイトルで釣るのやめて欲しい
g_96,buzzvideo,2021-11-17 02:19:35,博識で、面白いです世の男子よ、これ観て欲しいなクリが、きつくなっても止めないで触りまくるのは、イヤナノダ解らないのかな,博識で、面白いです世の男子よ、これ観て欲しいなクリが、きつくなっても止めないで触りまくる
g_98,buzzvideo,2021-10-30 18:27:05,場合によっては実名を出しコメントしているので名誉毀損となる可能性があり、自分的にはまありおすすめ出来ない,実名を出しコメントしているので名誉毀損となる可能性があり
g_100,buzzvideo,2021-10-28 19:19:02,著作権、肖像権はまだまだ無法地帯,著作権、肖像権はまだまだ無法地帯
g_103,buzzvideo,2021-11-14 22:51:13,めっちゃ可愛い私の頃はビデオ録画が有ったけど、今みたいに簡単には出来なかった,ビデオ録画が有ったけど、今みたいに簡単には出来なかった
g_109,buzzvideo,2021-11-20 06:57:54,有料が気に入らない,有料が気に入らない
g_112,buzzvideo,2021-11-13 06:54:48,通信料がめちゃくちゃかかるので止めました,通信料がめちゃくちゃかかる
g_118,buzzvideo,2021-10-31 02:40:41,変更か停止の要望を出したが、3週間近くしても全く変わらない,変更か停止の要望を出したが、3週間近くしても全く変わらない
g_123,buzzvideo,2021-12-10 19:47:31,ばずみん32って人の動画だけど虚偽ニュースという事で報告したのに対応しないってありえるの,報告したのに対応しない
g_129,buzzvideo,2021-12-04 07:18:36,zipというファイルが植え付けられ困る,zipというファイルが植え付けられ
g_130,buzzvideo,2021-11-01 22:55:21,また時々読み込めないのが残念なところが、です,読み込めない
g_132,buzzvideo,2021-11-15 19:25:48,差別発言を通報しても対応なし,差別発言を通報しても対応なし
g_133,buzzvideo,2021-11-03 22:59:57,動画全体にたいしての好・不好は出来るのに、コメントへの不好を入れる所が見当たらない,コメントへの不好を入れる所が見当たらない
g_135,buzzvideo,2021-11-17 19:07:41,タイトルと映像の内容が違うのが有る,タイトルと映像の内容が違う
g_148,buzzvideo,2021-11-23 23:15:57,何故か問題発生で落ちる,問題発生で落ちる
g_151,buzzvideo,2021-11-13 09:03:33,21年11月13日、またまた広告が勝手に再生されるようになった,またまた広告が勝手に再生されるようになった
g_154,buzzvideo,2021-12-15 12:28:09,内容が残酷で異常な人が多い,内容が残酷
g_157,buzzvideo,2021-10-27 09:16:55,使えない,使えない
g_159,buzzvideo,2021-12-06 12:05:27,前のようにばかり動画じゃない方が、じっくりと記事を見知る事が出来たので残念です,前のようにばかり動画じゃない方が、じっくりと記事を見知る事が出来た
g_163,buzzvideo,2021-11-03 22:59:57,コメントも、かなり無礼な物が多い,コメントも、かなり無礼な物が多い
g_164,buzzvideo,2021-11-01 22:55:21,ただ番組によってはカレンダーが有れば更に良いです,カレンダーが有れば更に良い
g_165,buzzvideo,2021-11-21 15:53:04,バズビデオでログインできるのに、トップバズでログインできない為動画投稿できません,トップバズでログインできない
g_173,buzzvideo,2021-10-31 02:40:41,ーーーーー久しぶりにこのアプリを入れて動画を見ていたら、一部の広告が大音量でかなり不快に,一部の広告が大音量
g_174,buzzvideo,2021-10-27 09:16:55,ネットワークエラーの表示が出て何もできない,ネットワークエラーの表示が出て何もできない
g_182,buzzvideo,2021-11-06 23:35:37,何とかして下さい,何とかして下さい
g_187,buzzvideo,2021-12-12 20:15:32,ホントに面白い動画が無い,ホントに面白い動画が無い
g_191,buzzvideo,2021-11-06 23:35:37,続けて見ようと思い動画を見ているんですが、停まってしまい次の動画に再生されません,停まってしまい次の動画に再生されません
g_192,buzzvideo,2021-12-04 07:18:36,tiktokと同じく識別番号から情報取ってるならgoogle規約違反してる事になる,tiktokと同じく識別番号から情報取ってるならgoogle規約違反してる事になる
g_196,buzzvideo,2021-11-24 11:29:40,他の動画アプリと比較すると大分マシンパワーを必要としてるみたいでバッテリーやcpu温度が凄く上がります,他の動画アプリと比較すると大分マシンパワーを必要としてるみたいでバッテリーやcpu温度が凄く上がります
g_200,buzzvideo,2021-11-12 20:14:48,日本メディアは都合のいいバカメデアばかり、真実報道ができないのです,日本メディアは都合のいいバカメデアばかり、真実報道ができない
g_205,buzzvideo,2021-10-30 00:12:37,タイトルの内容分位は見せて欲しいです,タイトルの内容分位は見せて欲しい
g_210,buzzvideo,2021-12-06 05:50:52,ただ最近、韓国関連が多過ぎます,韓国関連が多過ぎます
g_214,buzzvideo,2021-11-24 11:49:55,映画関連のビデオ増やしてほしい,映画関連のビデオ増やしてほしい
g_215,buzzvideo,2021-11-19 00:52:08,利用説明をもっと詳しく願います,利用説明をもっと詳しく願います
g_224,buzzvideo,2021-11-01 21:04:39,面白いとおもいますが、全てを見れないものが多くて途中で映像がカットされ、意味不明な物が多過ぎだとおもいます,全てを見れないものが多くて途中で映像がカットされ、意味不明な物が多過ぎ
g_229,buzzvideo,2021-11-22 20:35:23,ライブはライブでタブがあるのにおすすめに出てくるのは不快,ライブはライブでタブがあるのにおすすめに出てくる
g_230,buzzvideo,2021-12-10 18:29:44,制限がかからないのか本音を聴けてる場面がいいですね,制限がかからないのか本音を聴けてる場面がいい
g_231,buzzvideo,2021-12-06 13:35:42,コマーシャルが多過ぎる気がするなぁ,コマーシャルが多過ぎる
g_236,buzzvideo,2021-10-24 23:44:07,動物の悲しい最後や、酷い映像はなるべくやめて欲しいです,動物の悲しい最後や、酷い映像はなるべくやめて欲しい
g_242,buzzvideo,2021-12-05 14:11:28,テレビ放送が見られるとのことでインストールしましたが、見られません,見られません
g_246,buzzvideo,2021-10-28 19:19:02,へ通報して下さいとの返答,へ通報して下さいとの返答
g_250,buzzvideo,2021-11-06 18:58:58,投稿のタイトルがあまりにも酷いフェイク内容が多すぎて見るに絶えないどんな管理してるのか,投稿のタイトルがあまりにも酷いフェイク内容が多すぎ
g_251,buzzvideo,2021-10-29 19:47:09,難点は楽天などで買った、検索した商品広告が永遠に入ってくるのでしつこいし、買った商品をさんざん広告されても不快なだけで意味ないと思います,検索した商品広告が永遠に入ってくる
g_254,buzzvideo,2021-10-23 10:12:15,宣伝が多すぎる,宣伝が多すぎる
g_261,buzzvideo,2021-11-15 06:41:31,早く無くなれ,早く無くなれ
g_267,buzzvideo,2021-12-14 15:16:33,ばず29さいって人が投稿してる動画すべて虚偽動画なのでアカウント削除と動画削除して欲しい,アカウント削除と動画削除して欲しい
g_273,buzzvideo,2021-12-11 18:28:45,目立ちたがりのブスの動画なんぞ見たかねぇっての,目立ちたがりのブスの動画なんぞ見たかねぇ
g_276,buzzvideo,2021-11-23 13:39:25,短い時間で見る時などの為に動画の長さでも検索出来ると助かる,短い時間で見る時などの為に動画の長さでも検索出来ると助かる
g_284,buzzvideo,2021-11-22 20:35:23,しかも何度消しても興味がないこれでもか,何度消しても興味がない
g_286,buzzvideo,2021-11-03 22:59:57,見始めたばかりで見慣れないせいもあるのでしょうが、とにかく見にくい,見にくい
g_289,buzzvideo,2021-10-21 21:30:44,動作が重いです、それだけどうにかしてください,動作が重い
g_291,buzzvideo,2021-10-31 02:40:41,また大音量から始まる新しい広告に嫌がらせと判断しました,大音量から始まる新しい広告
g_292,buzzvideo,2021-10-29 10:25:47,人を傷付ける悪趣味な内容、タイトルと内容が一致してない等投稿者のチェックは必要だと思う,タイトルと内容が一致してない
g_296,buzzvideo,2021-10-30 18:27:05,事実にもとずいた事なのか妄想なのか曖昧な部分が多く感じる,
g_300,buzzvideo,2021-10-30 21:59:12,通報しても対応しないしほんと腐ってる,通報しても対応しない
g_306,buzzvideo,2021-10-28 06:45:06,明らかに釣りタイトルなのに報告しても対応しない,釣りタイトルなのに報告しても対応しない
g_309,buzzvideo,2021-12-10 19:47:31,対応悪過ぎない,対応悪過ぎない
g_310,buzzvideo,2021-10-25 13:54:27,時間つぶしに最適ただ、過去の自分のコメントを一覧で見返す事が出来ないみたい,過去の自分のコメントを一覧で見返す事が出来ない
g_311,buzzvideo,2021-11-03 10:05:04,タイトルだけは面白そうでも、内容が下らない動画ばかり,タイトルだけは面白そうでも、内容が下らない動画ばかり
g_317,buzzvideo,2021-11-15 17:14:43,トラブル対応が良くない,トラブル対応が良くない
g_322,buzzvideo,2021-11-25 14:11:39,見たくないからブロックしたチャンネルをおすすめとして通知してくるのはさすがにいやがらせとしか思えない,ブロックしたチャンネルをおすすめとして通知してくる
g_327,buzzvideo,2021-12-11 20:24:30,出来れば、文化、芸術の分野を増やして、欲しい,文化、芸術の分野を増やして、欲しい
g_335,buzzvideo,2021-11-07 10:58:30,広告の音量が喧しい,広告の音量が喧しい
g_339,buzzvideo,2021-10-25 00:08:15,かなり楽しみながら見させて頂いてますが、excelやword、プログラミングなどがもっとあればいいなと思っています,かなり楽しみながら見させて頂いてますが、excelやword、プログラミングなどがもっとあればいい
g_355,buzzvideo,2021-10-28 19:19:02,相変わらず下らないタイトル付けてパクっている,下らないタイトル付けてパクっている
g_369,buzzvideo,2021-11-04 01:39:39,うるさい音の広告やめて下さい,うるさい音の広告やめて下さい
g_371,buzzvideo,2021-10-28 06:45:06,著作権侵害してる人を報告しても対応しない,著作権侵害してる人を報告しても対応しない
g_373,buzzvideo,2021-11-16 02:39:20,更新したら、以前はあった検索バーが無くなりました,検索バーが無くなりました
g_376,buzzvideo,2021-11-10 19:07:23,裏をきちんと採ってるかなかなり疑問、申し訳しぎびしい調査必要かな,裏をきちんと採ってるかなかなり疑問
g_377,buzzvideo,2021-11-06 23:35:37,後、広告も多すぎてうんざり,広告も多すぎ
g_380,buzzvideo,2021-12-02 17:06:10,止めて下さい,止めて下さい
g_381,buzzvideo,2021-11-26 02:11:23,ブロックしたはずの人の動画の通知がガンガン来るのは、意味が無いと思います,ブロックしたはずの人の動画の通知がガンガン来る
g_388,buzzvideo,2021-12-05 22:52:09,しかし、転載が多いのは~如何なものでしょう-,転載が多い
g_389,buzzvideo,2021-11-30 11:27:12,時々、論点がずれてる時がある,論点がずれてる
g_390,buzzvideo,2021-12-06 20:51:11,手早く多方面の情報を得られるが、ガセネタやパクリネタが多い,ガセネタやパクリネタが多い
g_391,buzzvideo,2021-11-30 04:15:52,推しのライブがあるから使っているがじゃなかったらこんな釣りばかりの嘘っぱちやパクリばかりの動画アプリなんて使わない,推しのライブがあるから使っているがじゃなかったらこんな釣りばかりの嘘っぱちやパクリばかりの動画アプリ
g_396,buzzvideo,2021-12-06 07:07:53,バグ多い環境悪い,バグ多い環境悪い
g_398,buzzvideo,2021-10-30 21:59:12,嘘ばっかの動画ばかりガチでウザすぎる,
g_400,buzzvideo,2021-11-18 11:38:18,いつも結論が終了間際まで見ないとわからず、結果が分からず終いで見終わって損する動画が多いと思った,結論が終了間際まで見ないとわからず、結果が分からず終いで見終わって損する動画が多い
g_408,buzzvideo,2021-12-12 20:15:32,前に星1で入れたレビュー消されてる,前に星1で入れたレビュー消されてる
g_411,buzzvideo,2021-12-11 18:28:45,ライブ配信止めてくれって何回言っても改善しない運営,ライブ配信止めてくれ
g_414,buzzvideo,2021-11-06 23:35:37,ゆっくり見れません,ゆっくり見れません
g_422,buzzvideo,2021-11-04 17:44:16,これからも懐かしい動画をよろしくお願い致します,これからも懐かしい動画をよろしくお願い致します
g_436,buzzvideo,2021-11-28 16:36:28,嫌いな動画関係を削除しても、同じような動画がアップされて、見たくなくなる,嫌いな動画関係を削除しても、同じような動画がアップされて、見たくなくなる
g_440,buzzvideo,2021-11-12 20:29:10,live配信でコメント反映がほとんどされないです,live配信でコメント反映がほとんどされない
g_441,buzzvideo,2021-11-20 10:27:00,場合によっては、警察に一報入れてほしい,警察に一報入れてほしい
g_444,buzzvideo,2021-11-15 19:25:48,かなり悪質なユーザーを通報しても今後も引き続きそのような事がありましたら通報してくださいと言われるが、何かしてるんか,かなり悪質なユーザーを通報しても今後も引き続きそのような事がありましたら通報してください
g_448,buzzvideo,2021-11-05 14:03:06,動画の最中にノイズが凄すぎ,動画の最中にノイズが凄すぎ
g_461,buzzvideo,2021-10-27 11:37:20,使い方がいまいち分からないです,使い方がいまいち分からない
g_462,buzzvideo,2021-11-27 03:43:40,おかしな広告しか表示されなくなったのでアンインストール,おかしな広告しか表示されなくなった
g_490,buzzvideo,2021-12-01 10:35:27,承認欲求の塊のあざといライブがオススメに大量にあってウザすぎる,承認欲求の塊のあざといライブがオススメに大量にあって
g_497,buzzvideo,2021-10-28 10:55:57,内容によってはお役立つこともあり半数は削除してしまうことが多い,内容によってはお役立つこともあり半数は削除してしまうことが多い
g_504,buzzvideo,2021-12-14 15:16:33,二度と登録し直せないよう個体識別番号で縛ってください,二度と登録し直せないよう個体識別番号で縛ってください
g_510,buzzvideo,2021-10-28 19:19:02,無断転用が多発,無断転用が多発
g_511,buzzvideo,2021-10-28 19:19:02,初期は、サイトの管理者が強気な返答で不快極まりなかったけど、懲りずに通報してたら対応してくれてるのか、少しは下らない配信が減ってきました,通報してたら対応してくれてるのか、少しは下らない配信が減ってきました
g_512,buzzvideo,2021-11-15 19:25:48,運営宛てのクレームをいれても無視,運営宛てのクレームをいれても無視
g_513,buzzvideo,2021-10-30 18:27:05,中には面白い動画もあり全てを否定しないが良い悪いの選別をして動画を扱うべきだと思う,中には面白い動画もあり全てを否定しないが良い悪いの選別をして動画を扱うべき
g_516,buzzvideo,2021-10-26 01:00:32,同じ様な内容が多すぎ,同じ様な内容が多すぎ
g_517,buzzvideo,2021-11-03 22:59:57,一番イラつくのは、コメントを見るのにまた動画が再生される事,
g_518,buzzvideo,2021-10-31 08:54:04,古い駅舎連絡橋が解体され悲し,古い駅舎連絡橋が解体され
g_528,buzzvideo,2021-12-11 18:28:45,いちいちブロックするのマジ大変なんだよ,いちいちブロックするのマジ大変
g_529,buzzvideo,2021-10-24 11:08:11,見たい画面が、出て来ない,見たい画面が、出て来ない
g_530,buzzvideo,2021-10-25 23:58:24,急に配信が出来なくなり週明けから配信可能と連絡がきたのに全く配信ができず詐欺なんでしょうか,配信が出来なくなり週明けから配信可能と連絡がきたのに全く配信ができず
g_532,buzzvideo,2021-12-11 09:24:21,動画リストにしれっと忍ばせている広告を勝手に流すのやめろ,動画リストにしれっと忍ばせている広告を勝手に流す
g_536,buzzvideo,2021-11-21 21:43:27,不快な広告が通報しても何度も表示される,不快な広告が通報しても何度も表示される
g_537,buzzvideo,2021-11-22 20:35:23,おすすめに何やってるかわからないあざといライブ配信を持ってくるのはやめてもらいたい,あざといライブ配信を持ってくるのはやめてもらいたい
g_540,buzzvideo,2021-12-04 07:18:36,個人情報コピーしたり画像送り込んだりするのはどうかと思う,個人情報コピーしたり画像送り込んだりする
g_542,buzzvideo,2021-11-15 06:41:31,無断転載、無断アップロードが多い運営はどうしてんの,無断転載、無断アップロードが多い
g_550,buzzvideo,2021-12-11 14:23:25,ただ、間違えて下にスクロールしてしまって前の画面に戻りたいのにもどれなく困ることがよくあります,前の画面に戻りたい
g_554,buzzvideo,2021-11-30 11:27:12,ブロックしてるのに動画が流れてくる,ブロックしてるのに動画が流れてくる
g_566,buzzvideo,2021-12-13 09:37:05,涙が出る話しを増やして下さい,涙が出る話しを増やして下さい
g_567,buzzvideo,2021-11-06 18:58:58,視聴回数が稼げればokなのか,
g_568,buzzvideo,2021-11-24 23:53:21,広告がうるさいけど,広告がうるさい
g_570,buzzvideo,2021-10-25 04:16:19,と思うコメントがあれば、人のコメントを批判してくるから何とも言えない,人のコメントを批判してくる
g_572,buzzvideo,2021-12-11 18:28:45,見たい奴だけ見れるシステムにすりゃ良いじゃねぇか,見たい奴だけ見れるシステムにすりゃ良い
g_574,buzzvideo,2021-12-11 18:28:45,長年愛用してたけどユーザーの言う事聞かねぇ運営が配信してんならもう見ねぇよ,ユーザーの言う事聞かねぇ運営が配信してんならもう見ねぇ
g_578,buzzvideo,2021-10-28 19:19:02,しかも炎上狙いのタイトルも多発,炎上狙いのタイトルも多発
g_579,buzzvideo,2021-11-11 19:14:28,見てる物は良いのですが終わった後のcmが大音量で流れるのは嫌気がさします,終わった後のcmが大音量で流れる
g_589,buzzvideo,2021-10-31 02:40:41,こちらから再度報告したら、購入した品がどうとか意味不明な返信をされる始末,購入した品がどうとか意味不明な返信をされる始末
g_592,buzzvideo,2021-11-15 21:19:07,buzzはデバイスに個人情報を書いて下さいと出て,buzzはデバイスに個人情報を書いて下さいと出て
g_596,buzzvideo,2021-11-21 15:53:04,改善の方宜しくお願いします,改善の方宜しくお願いします
g_597,buzzvideo,2021-11-27 19:24:20,liveに興味ないから表示減らすにしてるのにひとつも減らんどうしたら表示されなくなるのか,liveに興味ないから表示減らすにしてるのにひとつも減らん
g_600,buzzvideo,2021-12-12 20:15:32,通報も何度もしたけどきりがなくです,通報も何度もしたけどきりがなく
